,Unnamed: 0,Time Serie,AUS/US,EU/US,NZD/US,UK/US,BRZ/US,CND/US,CHN/US,HNGK/US,INDIA/US,KOR/US,MEX/US,AFR/US,SNG/US,DNM/US,JPN/US,MLY/US,NOR/US,SWD/US,SRLNK/US,SWTZ/US,TIWN/US,THAI/US,AUS_pct,SWTZ_pct,AUS_CDF,SWTZ_CDF
98,98,2000-05-18,1.7535,1.1171,2.209,0.6749,1.831,1.5007,8.2773,7.7915,44.03,1118.8,9.582,7.134,1.734,8.333,108.7,3.8,9.126,9.1323,75.15,1.7377,30.82,39.34,-0.3126776577600854,-0.12070352914127502,14.776477372156688,9.704721355567179
99,99,2000-05-19,1.7458,1.1178,2.1906,0.6732,1.843,1.4963,8.2768,7.7915,44.0,1122.5,9.627,7.18,1.7275,8.335,106.89,3.8,9.1375,9.1575,75.15,1.7347,30.79,39.03,-0.43912175648702645,-0.17264199804339908,14.337355615669662,9.532079357523779
100,100,2000-05-22,1.7422,1.1067,2.1772,0.6708,1.854,1.4983,8.277,7.7918,44.02,1131.5,9.573,7.1175,1.7317,8.2565,107.02,3.8,9.117,9.222,75.05,1.7185,30.75,39.18,-0.20620918776492747,-0.9338790568974464,14.131146427904735,8.598200300626333
101,101,2000-05-23,1.74,1.1072,2.1801,0.679,1.852,1.5036,8.2768,7.792,44.15,1135.0,9.5025,7.055,1.735,8.2455,106.72,3.8,9.153,9.21,75.1,1.7295,30.8,39.25,-0.126277120881646,0.6400931044515668,14.004869307023089,9.2382934050779
102,102,2000-05-24,1.7504,1.0994,2.2026,0.6777,1.853,1.5085,8.2769,7.7919,44.25,1133.5,9.54,7.118,1.737,8.2,107.58,3.8,9.0985,9.175,75.1,1.7208,30.82,39.3,0.5977011494252782,-0.5030355594102254,14.602570456448367,8.735257845667675
103,103,2000-05-25,1.7544,1.1023,2.1901,0.68,1.846,1.5057,8.2773,7.792,44.2,1129.9,9.5085,7.1475,1.7328,8.22,107.48,3.8,9.106,9.165,75.5,1.721,30.85,39.15,0.22851919561244216,0.011622501162245058,14.83108965206081,8.74688034682992
104,104,2000-05-26,1.7495,1.0741,2.181,0.6723,1.841,1.5045,8.2771,7.7922,44.4,1137.5,9.53,7.135,1.7343,8.006,107.18,3.8,8.919,9.01,75.25,1.6828,30.85,39.19,-0.2792977656178697,-2.2196397443346894,14.55179188644294,6.527240602495231
106,106,2000-05-30,1.7337,1.0737,2.1734,0.6689,1.8325,1.5036,8.2772,7.7925,44.65,1137.0,9.52,7.0515,1.7332,8.012,106.44,3.8,8.947,9.002,75.4,1.6885,30.96,39.25,-0.9031151757645017,0.33872117898738896,13.648676710678439,6.86596178148262
107,107,2000-05-31,1.7519,1.072,2.1872,0.6681,1.827,1.4977,8.2773,7.7927,44.65,1130.0,9.511,6.9675,1.7345,7.998,107.74,3.8,8.926,8.987,74.77,1.6883,30.85,39.22,1.0497779315914002,-0.011844832691731977,14.698454642269839,6.854116948790889
108,108,2000-06-01,1.7479,1.0745,2.1925,0.6705,1.821,1.491,8.2771,7.792,44.65,1133.0,9.49,6.9875,1.732,8.0225,108.74,3.8,8.94,8.968,75.3,1.6878,30.9,39.19,-0.22832353444831588,-0.029615589646381224,14.470131107821523,6.824501359144508
109,109,2000-06-02,1.7271,1.0602,2.1441,0.6632,1.807,1.4785,8.2771,7.7921,44.7,1125.2,9.5575,6.93,1.724,7.915,108.15,3.8,8.8095,8.8245,75.2,1.668,30.85,38.92,-1.1899994278848913,-1.1731247778172804,13.28013167993663,5.651376581327227
110,110,2000-06-05,1.7206,1.0559,2.139,0.6607,1.794,1.4779,8.277,7.794,44.75,1118.0,9.547,6.925,1.7205,7.881,107.44,3.8,8.749,8.805,75.35,1.663,30.83,38.81,-0.3763534248161782,-0.2997601918465209,12.903778255120452,5.351616389480706
111,111,2000-06-06,1.6987,1.0449,2.1106,0.6564,1.793,1.478,8.2773,7.793,44.75,1117.0,9.675,6.945,1.7205,7.799,105.64,3.8,8.662,8.711,75.25,1.643,30.83,38.84,-1.2728118098337626,-1.20264582080577,11.630966445286688,4.148970568674937
112,112,2000-06-07,1.6949,1.0417,2.1186,0.6568,1.804,1.4785,8.2773,7.793,44.83,1113.2,9.784,6.9725,1.722,7.7771,105.5,3.8,8.6314,8.656,75.25,1.6365,30.8,38.92,-0.2237004768352313,-0.39561777236761797,11.407265968451457,3.7533527963073188
113,113,2000-06-08,1.7013,1.0473,2.1345,0.664,1.799,1.48,8.2775,7.7932,44.85,1116.0,9.9,7.0475,1.7205,7.813,105.86,3.8,8.694,8.758,75.4,1.641,30.8,39.01,0.37760339843058155,0.274977085242889,11.784869366882038,4.028329881550208
114,114,2000-06-09,1.7053,1.0498,2.1368,0.6632,1.8025,1.4765,8.2772,7.7936,44.85,1115.5,9.9325,7.004,1.723,7.832,106.78,3.8,8.732,8.745,75.25,1.6443,30.8,39.12,0.23511432434020207,0.2010968921389411,12.01998369122224,4.229426773689149
115,115,2000-06-12,1.6915,1.0478,2.1245,0.6614,1.805,1.4765,8.2771,7.794,44.85,1113.4,9.857,7.028,1.7225,7.82,106.65,3.8005,8.691,8.691,75.25,1.6356,30.8,39.05,-0.8092417756406567,-0.5291005291005346,11.210741915581583,3.7003262445886147
116,116,2000-06-13,1.6742,1.0396,2.1186,0.6609,1.812,1.4697,8.277,7.7936,44.8,1114.4,9.788,7.005,1.7213,7.755,106.79,3.8,8.6265,8.612,75.25,1.6255,30.8,38.99,-1.022760863139227,-0.6175103937392956,10.187981052442355,3.082815850849319
117,117,2000-06-14,1.6647,1.0428,2.1022,0.6656,1.8125,1.4695,8.2768,7.7925,44.72,1114.5,9.7875,6.93,1.7215,7.778,106.89,3.8,8.573,8.533,75.16,1.6318,30.8,39.07,-0.5674351929279564,0.38757305444478973,9.6205458595144,3.470388905294109
118,118,2000-06-15,1.6625,1.0493,2.1322,0.6621,1.812,1.4758,8.2768,7.794,44.8,1115.0,9.847,6.9,1.7245,7.828,106.52,3.8,8.636,8.625,75.2,1.6386,30.85,39.07,-0.13215594401393416,0.4167177350165474,9.488389915500465,3.8871066403106562
119,119,2000-06-16,1.6439,1.0365,2.0899,0.6594,1.808,1.4708,8.2768,7.7942,44.83,1116.4,9.9235,6.83,1.7258,7.731,106.22,3.8,8.5755,8.6015,75.2,1.6178,30.9,39.18,-1.118796992481208,-1.2693762968387756,8.369592923019257,2.6177303434718806
120,120,2000-06-19,1.66,1.0393,2.1142,0.6599,1.805,1.4657,8.2768,7.7936,44.85,1122.22,9.909,6.866,1.7322,7.7495,105.74,3.8,8.58,8.62,75.15,1.623,30.9,39.2,0.9793783076829543,0.32142415626159604,9.348971230702212,2.9391544997334766
121,121,2000-06-20,1.6565,1.0464,2.1048,0.6623,1.8,1.4708,8.2772,7.7925,44.75,1120.0,9.879,6.905,1.733,7.8,105.42,3.8,8.6225,8.6425,78.25,1.628,30.9,39.13,-0.21084337349396298,0.30807147258162804,9.138127857208248,3.2472259723151047
122,122,2000-06-21,1.6595,1.0576,2.1044,0.668,1.815,1.4729,8.2772,7.793,44.7,1119.3,9.815,6.93,1.734,7.888,105.5,3.8,8.7,8.719,78.7,1.639,30.83,39.2,0.18110473890733392,0.6756756756756799,9.319232596115583,3.9229016479907846
123,123,2000-06-22,1.6686,1.0641,2.1151,0.6618,1.813,1.4725,8.2771,7.792,44.7,1118.8,9.879,6.919,1.7345,7.9375,104.4,3.8,8.738,8.805,78.83,1.6455,30.8,39.25,0.5483579391382998,0.3965832824893267,9.867590535253882,4.319484930480112
124,124,2000-06-23,1.6767,1.0686,2.1209,0.6662,1.822,1.4793,8.2769,7.791,44.75,1119.5,9.975,6.88,1.7325,7.968,104.59,3.8,8.739,8.85,78.9,1.6565,30.8,39.1,0.4854368932038833,0.6684898207231837,10.353027428457764,4.9879747512032955
125,125,2000-06-26,1.6764,1.0659,2.1299,0.6671,1.828,1.483,8.2773,7.792,44.75,1118.2,10.023,6.878,1.7341,7.9495,105.66,3.8,8.758,8.891,78.9,1.651,30.81,39.13,-0.017892288423704272,-0.3320253546634455,10.33513514003406,4.6559493965398495
126,126,2000-06-27,1.6633,1.0589,2.1186,0.6667,1.823,1.4825,8.2774,7.795,44.7,1118.3,10.087,6.8175,1.7343,7.8999,105.53,3.8,8.6947,8.8725,79.0,1.6379,30.82,39.17,-0.7814364113576611,-0.7934585099939495,9.553698728676398,3.8624908865459
127,127,2000-06-28,1.6603,1.0589,2.1505,0.6619,1.82,1.4838,8.2775,7.7955,44.72,1116.5,9.9685,6.81,1.735,7.898,105.51,3.8,8.652,8.864,79.0,1.642,30.82,39.16,-0.1803643359586271,0.25032053238902563,9.373334392717771,4.112811418934926
128,128,2000-06-29,1.6586,1.051,2.1313,0.6582,1.817,1.482,8.278,7.7953,44.73,1115.0,9.888,6.8225,1.7345,7.8405,105.09,3.8,8.59,8.822,79.2,1.6375,30.83,39.2,-0.10239113413238465,-0.27405602923263883,9.270943258585387,3.838755389702287
129,129,2000-06-30,1.6748,1.0477,2.1322,0.6609,1.804,1.4798,8.2782,7.796,44.7,1115.15,9.843,6.79,1.7275,7.82,106.14,3.8,8.581,8.821,79.2,1.6317,30.8,39.2,0.9767273604244453,-0.35419847328244103,10.247670619009831,3.4845569164198458
130,130,2000-07-03,1.6678,1.0498,2.139,0.6607,1.809,1.4793,8.2786,7.796,44.72,1113.9,9.5525,6.8125,1.7327,7.83,105.64,3.8,8.588,8.7925,79.25,1.6323,30.83,39.39,-0.41796035347504423,0.03677146534291076,9.829710265534787,3.5213283817627565
132,132,2000-07-05,1.6929,1.0473,2.1701,0.6614,1.805,1.4909,8.2787,7.7962,44.69,1117.5,9.515,6.785,1.738,7.818,106.91,3.8,8.588,8.83,79.35,1.622,30.85,39.6,1.504976615901188,-0.6310114562274038,11.334686881435974,2.8903169255353527
133,133,2000-07-06,1.6923,1.0496,2.1716,0.6614,1.798,1.485,8.2791,7.7964,44.81,1117.5,9.557,6.85,1.7367,7.833,107.37,3.8,8.6,8.866,79.35,1.625,30.88,39.6,-0.03544214070531071,0.18495684340320562,11.299244740730664,3.0752737689385583
134,134,2000-07-07,1.6946,1.0544,2.1716,0.6604,1.799,1.481,8.2793,7.7968,44.78,1119.0,9.508,6.845,1.737,7.8675,107.81,3.8,8.5925,8.915,79.35,1.6278,30.88,39.75,0.135909708680515,0.17230769230769383,11.43515444941118,3.247581461246252
135,135,2000-07-10,1.6915,1.0503,2.1687,0.6606,1.8,1.4798,8.2795,7.7965,44.75,1118.5,9.5,6.825,1.7385,7.8425,107.1,3.8,8.5825,8.8855,79.35,1.6275,30.9,39.92,-0.18293402572878703,-0.018429782528561756,11.252220423682392,3.2291516787176904
136,136,2000-07-11,1.6975,1.053,2.1753,0.6605,1.799,1.4785,8.2794,7.7961,44.75,1116.7,9.439,6.81,1.7435,7.859,106.93,3.8,8.6092,8.8906,79.25,1.6335,30.9,40.01,0.3547147502217074,0.36866359447005337,11.606935173904098,3.5978152731877437
137,137,2000-07-12,1.6978,1.0637,2.1763,0.6637,1.805,1.4815,8.2795,7.796,44.75,1115.7,9.4815,6.835,1.7435,7.935,108.36,3.8,8.673,8.8925,79.3,1.651,30.9,40.03,0.017673048600874708,1.0713192531374371,11.624608222504973,4.6691345263251804
138,138,2000-07-13,1.7079,1.0708,2.1753,0.6671,1.809,1.4809,8.2791,7.796,44.78,1111.3,9.4375,6.845,1.7435,7.9797,108.27,3.8,8.729,8.941,79.3,1.6608,30.9,39.98,0.5948875014724964,0.5935796486977507,12.21949572397747,5.262714175022931
139,139,2000-07-14,1.7103,1.0668,2.1683,0.6671,1.812,1.4845,8.2796,7.7965,44.78,1113.0,9.424,6.89,1.7432,7.959,107.88,3.8,8.698,8.898,79.3,1.6532,30.9,40.05,0.14052344985069354,-0.45761078998073357,12.360019173828164,4.805103385042198
140,140,2000-07-17,1.7079,1.0694,2.1839,0.6702,1.8,1.4813,8.2791,7.7973,44.74,1113.1,9.342,6.9275,1.7478,7.972,108.53,3.8,8.75,8.968,78.75,1.6575,30.96,40.31,-0.14032625855112668,0.260101621098463,12.219692915277037,5.065205006140661
141,141,2000-07-18,1.7112,1.0727,2.1853,0.6691,1.798,1.4783,8.2796,7.7968,44.83,1113.7,9.3385,6.9475,1.7465,7.998,108.3,3.8,8.79,9.0,78.58,1.6608,31.0,40.25,0.19321974354471472,0.19909502262442924,12.412912658821751,5.26430002876509
142,142,2000-07-19,1.7391,1.0826,2.2026,0.6693,1.807,1.4758,8.2796,7.797,44.85,1112.3,9.415,6.98,1.746,8.07,108.2,3.8,8.854,9.081,78.5,1.6781,31.08,40.17,1.6304347826086918,1.0416666666666519,14.043347441430443,6.305966695431742
143,143,2000-07-20,1.7194,1.0762,2.1697,0.6625,1.8015,1.4748,8.2796,7.797,45.02,1111.6,9.38,6.9225,1.7458,8.0235,107.89,3.8,8.81,9.02,78.52,1.668,31.13,40.23,-1.132769823471913,-0.6018711638162255,12.91057761795853,5.704095531615517
144,144,2000-07-21,1.705,1.0703,2.1598,0.6593,1.794,1.4715,8.2795,7.7965,44.8,1113.0,9.343,6.925,1.748,7.9795,109.08,3.8,8.7705,8.9965,78.25,1.6638,31.08,40.443,-0.8375014539955816,-0.25179856115107313,12.073076163962948,5.4522969704644435
145,145,2000-07-24,1.7065,1.0737,2.1753,0.6605,1.797,1.4639,8.2798,7.796,44.77,1114.2,9.329,6.955,1.7447,8.005,108.92,3.8,8.784,8.9825,78.44,1.67,31.095,40.76,0.08797653958942941,0.37264094242095425,12.161052703552379,5.824937912885398
146,146,2000-07-25,1.7097,1.0648,2.1753,0.6583,1.79,1.4653,8.2797,7.7971,44.95,1116.0,9.3585,6.96,1.7455,7.94,109.3,3.8,8.7195,8.944,78.59,1.6528,31.1,40.99,0.18751831233518867,-1.0299401197604752,12.348571015887568,4.794997793124923
147,147,2000-07-26,1.6938,1.0624,2.1706,0.6599,1.793,1.4665,8.2796,7.7981,44.98,1115.6,9.362,6.945,1.7428,7.9215,109.28,3.8,8.705,8.946,78.4,1.6493,31.08,41.19,-0.9299877171433546,-0.21176185866408348,11.418583298744213,4.5832359344608395
148,148,2000-07-27,1.6975,1.0717,2.1815,0.6616,1.7845,1.4713,8.2793,7.7975,44.95,1115.0,9.37,6.942,1.7346,7.996,109.15,3.8,8.807,9.0985,78.4,1.6605,31.08,40.92,0.21844373597827982,0.6790759716243322,11.637027034722493,5.262311906085172
149,149,2000-07-28,1.703,1.0815,2.1867,0.6656,1.786,1.4776,8.2794,7.7987,44.96,1117.0,9.364,6.975,1.735,8.066,109.63,3.8,8.855,9.16,78.4,1.6753,31.07,41.42,0.32400589101619914,0.8912978018668971,11.961032925738692,6.153609707952069
150,150,2000-07-31,1.728,1.0792,2.2026,0.6674,1.776,1.488,8.2792,7.7988,45.15,1116.9,9.368,6.965,1.7342,8.0475,109.68,3.8,8.864,9.172,78.4,1.6689,31.06,41.34,1.4679976512037562,-0.38202113054378595,13.429030576942449,5.7715885774082825
151,151,2000-08-01,1.7227,1.0837,2.1997,0.667,1.786,1.4892,8.2788,7.7993,45.15,1115.8,9.345,6.975,1.732,8.084,109.47,3.8,8.885,9.217,78.45,1.6758,31.15,41.09,-0.3067129629629628,0.41344598238359787,13.122317613979487,6.18503455979188
152,152,2000-08-02,1.7153,1.0945,2.2017,0.67,1.792,1.4813,8.2791,7.799,45.4,1115.8,9.345,6.99,1.727,8.157,108.77,3.8,8.957,9.259,78.43,1.6887,31.1,40.84,-0.4295582515818075,0.7697815968492838,12.692759362397679,6.954816156641164
153,153,2000-08-03,1.7112,1.106,2.1988,0.669,1.802,1.4844,8.2796,7.7992,45.4,1115.0,9.388,7.01,1.7248,8.2495,108.36,3.8,9.012,9.335,78.46,1.7087,31.15,40.7,-0.2390252433976614,1.1843429857286703,12.453734119000018,8.139159142369834
154,154,2000-08-04,1.7147,1.1019,2.2002,0.6657,1.793,1.4889,8.2798,7.7989,45.4,1116.0,9.357,6.9675,1.7215,8.218,108.54,3.8,8.904,9.246,78.46,1.7053,31.12,40.68,0.20453482935951506,-0.19898168198045907,12.658268948359533,7.940177460389375
155,155,2000-08-07,1.7059,1.0983,2.2017,0.6636,1.796,1.4875,8.2799,7.7985,45.62,1118.0,9.337,6.9515,1.7268,8.192,108.99,3.8,8.894,9.1825,78.46,1.7005,31.15,41.26,-0.5132093077506172,-0.28147540022284145,12.145059640608915,7.658702060166533
156,156,2000-08-08,1.7042,1.1088,2.2036,0.6657,1.8,1.4889,8.2799,7.7985,45.8,1116.5,9.35,6.985,1.7255,8.269,108.64,3.8,8.985,9.2445,78.53,1.7147,31.1,41.1,-0.09965414150888696,0.8350485151426001,12.045405499100028,8.493750575309132
157,157,2000-08-09,1.7283,1.1122,2.2168,0.667,1.7965,1.4848,8.2798,7.7993,45.7,1115.3,9.327,7.003,1.721,8.292,107.99,3.8,8.993,9.25,78.4,1.7187,31.1,40.9,1.4141532683957347,0.23327695806847348,13.459558767495762,8.727027533377605
158,158,2000-08-10,1.7188,1.1017,2.2134,0.6676,1.798,1.4826,8.2799,7.7995,45.9,1114.5,9.322,6.954,1.7145,8.22,108.7,3.8,8.944,9.201,78.4,1.7065,31.1,40.85,-0.5496730891627499,-0.7098388316751025,12.909885678333012,8.017188701702501
159,159,2000-08-11,1.7256,1.1055,2.2292,0.6649,1.796,1.4839,8.2796,7.7998,45.9,1116.0,9.279,6.899,1.7133,8.248,108.68,3.8,8.951,9.218,78.4,1.7181,31.11,40.7,0.3956248545496699,0.6797538822150617,13.305510532882682,8.696942583917563
160,160,2000-08-14,1.7212,1.1066,2.2188,0.664,1.804,1.4847,8.2795,7.8003,45.85,1117.0,9.246,6.9165,1.7163,8.2565,109.52,3.8,8.93,9.205,78.4,1.7214,31.1,40.74,-0.2549837737598537,0.19207263837961452,13.050526759122828,8.889015222297179
161,161,2000-08-15,1.715,1.0947,2.2306,0.6642,1.805,1.487,8.2788,7.7998,45.8,1116.3,9.24,6.942,1.719,8.164,109.0,3.8,8.886,9.153,78.45,1.7095,31.13,40.88,-0.3602138043225622,-0.6912977808760323,12.690312954800266,8.197717441421146
162,162,2000-08-16,1.6958,1.0937,2.2173,0.6672,1.808,1.4774,8.2797,7.7998,45.8,1115.2,9.183,6.9375,1.7175,8.1601,108.55,3.8,8.855,9.204,78.35,1.7093,31.13,40.83,-1.1195335276968033,-0.011699327288683392,11.570779427103464,8.186018114132462
163,163,2000-08-17,1.6849,1.0927,2.2075,0.667,1.809,1.4759,8.2799,7.7988,45.95,1115.0,9.189,6.925,1.7163,8.1505,108.48,3.8,8.834,9.205,78.34,1.7085,31.1,40.85,-0.6427644769430252,-0.04680278476569821,10.928014950160438,8.139215329366763
164,164,2000-08-18,1.6935,1.1028,2.2232,0.6714,1.817,1.4747,8.2797,7.799,45.9,1115.1,9.25,6.947,1.7187,8.221,108.43,3.8,8.894,9.263,78.2,1.7235,31.11,41.04,0.5104160484301623,0.8779631255487308,11.4384309985906,9.017178454915495
165,165,2000-08-21,1.6978,1.1078,2.2222,0.6711,1.821,1.4765,8.2799,7.7992,45.73,1114.5,9.261,6.962,1.717,8.2566,108.53,3.8,8.921,9.292,78.3,1.7275,31.1,40.92,0.25391201653379714,0.23208587177254714,11.692343015124397,9.249264326688042
166,166,2000-08-22,1.7235,1.1154,2.2548,0.6758,1.818,1.4756,8.2799,7.7992,45.75,1114.14,9.239,6.9885,1.717,8.32,108.34,3.8,8.985,9.335,78.28,1.7405,31.08,40.83,1.5137236423607092,0.7525325615050704,13.206066657485106,10.001796888193113
167,167,2000-08-23,1.7519,1.1152,2.3348,0.6751,1.818,1.4877,8.2793,7.8,45.9,1114.8,9.2725,6.965,1.719,8.317,107.02,3.8,9.005,9.332,78.06,1.7282,31.08,40.77,1.6478096895851557,-0.7066934788853785,14.853876347070262,9.295103409307734
168,168,2000-08-24,1.7467,1.1077,2.3052,0.6754,1.822,1.4871,8.2799,7.8,46.05,1114.2,9.244,6.949,1.7215,8.261,106.89,3.8,8.99,9.279,78.1,1.7117,31.07,41.01,-0.29682059478280953,-0.9547506075685663,14.557055752287452,8.340352801739167
169,169,2000-08-25,1.7431,1.1082,2.2952,0.6782,1.823,1.4828,8.2799,7.8,46.05,1114.1,9.232,6.905,1.721,8.264,107.17,3.8,8.9795,9.311,78.01,1.7095,31.1,40.86,-0.20610293696684545,-0.1285271951860678,14.350952815320607,8.211825606553099
170,170,2000-08-28,1.7498,1.1109,2.3041,0.6795,1.829,1.4845,8.2799,7.8,45.83,1111.9,9.213,6.949,1.719,8.284,106.45,3.8,8.958,9.345,78.01,1.713,31.08,40.8,0.3843726693821381,0.20473822755191495,14.735325484702745,8.416563834105013
171,171,2000-08-29,1.7504,1.1153,2.3283,0.6842,1.832,1.4868,8.2799,7.8,46.0,1110.2,9.2325,6.9525,1.7208,8.32,106.2,3.8,9.017,9.411,78.01,1.7238,31.09,40.95,0.0342896331009257,0.6304728546409732,14.76961511780367,9.047036688745987
172,172,2000-08-30,1.7483,1.1206,2.3436,0.6868,1.8241,1.4805,8.2788,7.8008,45.9,1108.6,9.214,6.96,1.7228,8.35,106.47,3.8,9.0465,9.44,77.9,1.736,31.09,40.96,-0.11997257769652547,0.7077387167884863,14.649642540107145,9.754775405534474
173,173,2000-08-31,1.7349,1.1264,2.343,0.6889,1.82,1.472,8.2786,7.7992,45.9,1108.8,9.2,6.976,1.7213,8.401,106.66,3.8,9.0845,9.445,78.1,1.7425,31.1,40.89,-0.7664588457358512,0.3744239631336299,13.883183694371294,10.129199368668104
174,174,2000-09-01,1.7346,1.112,2.3348,0.6847,1.824,1.4742,8.2787,7.7995,45.8,1105.7,9.2075,6.945,1.721,8.293,105.78,3.8,9.0108,9.338,78.2,1.723,31.1,40.9,-0.01729206294311947,-1.1190817790530772,13.865891631428173,9.010117589615026
176,176,2000-09-05,1.7547,1.1266,2.3463,0.6886,1.8278,1.4752,8.279,7.7989,45.74,1105.5,9.255,7.034,1.727,8.41,105.88,3.8,9.085,9.4725,78.2,1.7488,31.08,41.25,1.1587685921826463,1.4973882762623125,15.02466022361082,10.507505865877338
177,177,2000-09-06,1.7683,1.1492,2.3529,0.6918,1.821,1.4843,8.2794,7.7985,45.65,1107.4,9.318,7.085,1.732,8.572,106.08,3.8,9.224,9.6575,78.34,1.778,31.1,41.4,0.7750612640337495,1.669716376944197,15.799721487644568,12.177222242821536
178,178,2000-09-07,1.7924,1.1442,2.3969,0.6954,1.8221,1.4777,8.279,7.7995,46.05,1111.0,9.314,7.105,1.7323,8.5275,105.1,3.8,9.185,9.56,78.32,1.772,31.1,41.42,1.3628909121755406,-0.3374578177727794,17.16261239982011,11.839764425048756
179,179,2000-09-08,1.7995,1.1542,2.3889,0.7044,1.822,1.4781,8.2794,7.7985,45.73,1109.5,9.327,7.095,1.7372,8.611,106.03,3.8,9.254,9.6515,78.25,1.7869,31.1,41.61,0.39611693818344396,0.8408577878103785,17.558729338003552,12.680622212859134
180,180,2000-09-11,1.7889,1.1596,2.331,0.7081,1.8187,1.48,8.2786,7.7987,45.65,1109.5,9.2825,7.115,1.738,8.647,105.97,3.8,9.309,9.731,78.38,1.7715,31.12,41.47,-0.5890525145873959,-0.8618277463763979,16.969676823416155,11.818794466482736
181,181,2000-09-12,1.7902,1.1633,2.3463,0.7133,1.827,1.4825,8.2787,7.7987,45.7,1109.5,9.251,7.142,1.742,8.687,106.93,3.8,9.331,9.766,78.38,1.771,31.11,41.61,0.07267035608475858,-0.028224668360155025,17.042347179500915,11.790569798122581
182,182,2000-09-13,1.8018,1.1574,2.3697,0.708,1.835,1.4838,8.277,7.7985,45.7,1110.0,9.283,7.109,1.7455,8.6385,107.11,3.8,9.3003,9.722,78.35,1.7635,31.12,41.81,0.6479722935984755,-0.42348955392432774,17.69031947309939,11.367080244198252
183,183,2000-09-14,1.8215,1.1605,2.3635,0.7112,1.833,1.4869,8.2773,7.7988,45.8,1115.2,9.307,7.15,1.7405,8.6655,107.25,3.8,9.325,9.755,78.4,1.7736,31.13,41.8,1.0933510933510915,0.5727246952083931,18.783670566450482,11.939804939406645
184,184,2000-09-15,1.8349,1.1666,2.3923,0.714,1.8445,1.4844,8.2771,7.7973,45.85,1119.9,9.361,7.1735,1.7442,8.707,107.33,3.8,9.339,9.796,78.5,1.7805,31.17,41.99,0.73565742519901,0.3890392422192024,19.51932799164949,12.328844181625847
185,185,2000-09-18,1.846,1.1733,2.4319,0.7135,1.859,1.4905,8.2772,7.7972,46.15,1140.0,9.4225,7.28,1.7478,8.762,106.87,3.8,9.386,9.829,78.7,1.787,31.29,42.4,0.6049375987792205,0.36506599269867657,20.12426559042871,12.693910174324524
186,186,2000-09-19,1.845,1.1745,2.4213,0.7102,1.855,1.488,8.2779,7.7986,46.45,1127.0,9.422,7.29,1.744,8.7695,107.02,3.8,9.388,9.8475,78.75,1.7765,31.28,42.32,-0.05417118093175022,-0.587576944599888,20.07009440949696,12.106333229724635
187,187,2000-09-20,1.8615,1.1818,2.471,0.7089,1.857,1.4833,8.2775,7.799,46.3,1127.0,9.456,7.335,1.7485,8.825,106.77,3.8,9.43,9.875,78.95,1.7845,31.29,42.64,0.8943089430894391,0.45032367013790875,20.964403352586398,12.556656899862544
188,188,2000-09-21,1.8423,1.1685,2.4631,0.7003,1.854,1.4873,8.2778,7.7993,46.09,1128.0,9.436,7.315,1.747,8.7255,106.5,3.8,9.36,9.815,79.4,1.7715,31.28,42.63,-1.0314262691377807,-0.728495376856253,19.932977083448616,11.82816152300629
189,189,2000-09-22,1.8332,1.1373,2.4301,0.6864,1.8575,1.4892,8.2787,7.7983,46.18,1135.0,9.475,7.25,1.749,8.4875,107.94,3.8,9.14,9.625,79.35,1.7295,31.21,42.8,-0.49394778266298456,-2.370872142252334,19.43902930078563,9.457289380753956
190,190,2000-09-25,1.8215,1.1444,2.4325,0.6878,1.844,1.489,8.2793,7.7986,46.16,1126.0,9.428,7.239,1.747,8.542,107.63,3.8,9.181,9.666,79.25,1.739,31.29,42.7,-0.6382282347807133,0.5492917028042887,18.80080106600492,10.006581083558245
191,191,2000-09-26,1.8162,1.1344,2.4143,0.6849,1.8517,1.488,8.2791,7.799,46.1,1120.0,9.4035,7.205,1.7415,8.4606,107.63,3.8,9.13,9.623,79.3,1.7279,31.28,42.23,-0.29096898160855256,-0.638297872340432,18.509832084396365,9.368283211217813
192,192,2000-09-27,1.8149,1.1357,2.4114,0.6846,1.849,1.4962,8.2795,7.7983,46.15,1114.0,9.4145,7.255,1.7435,8.467,107.44,3.8,9.14,9.659,79.2,1.7325,31.29,42.21,-0.07157802004185143,0.2662191099021882,18.438254064354513,9.634502321120001
193,193,2000-09-28,1.8215,1.133,2.4155,0.6833,1.8482,1.503,8.2799,7.7978,46.05,1115.9,9.426,7.268,1.744,8.4555,107.59,3.8,9.0705,9.6885,79.2,1.7288,31.29,42.5,0.36365639980164843,-0.21356421356421018,18.801910464156162,9.420938107555791
194,194,2000-09-29,1.8467,1.1316,2.454,0.6763,1.844,1.507,8.2798,7.7971,46.06,1115.3,9.44,7.219,1.7395,8.445,107.9,3.8,9.0725,9.628,79.2,1.7265,31.324,42.15,1.3834751578369442,-0.1330402591392832,20.185385621993106,9.287897848416508
195,195,2000-10-02,1.8349,1.1356,2.4783,0.6814,1.847,1.5108,8.279,7.797,46.1,1118.18,9.4075,7.1975,1.742,8.471,108.81,3.8,9.1269,9.6933,79.2,1.7322,31.29,42.3,-0.6389776357827448,0.33014769765422614,19.54640798621036,9.618045546070734
196,196,2000-10-03,1.8519,1.144,2.471,0.6866,1.848,1.506,8.279,7.7942,46.18,1120.0,9.399,7.235,1.7442,8.523,108.66,3.8,9.179,9.78,79.25,1.7365,31.32,42.4,0.9264810071393681,0.2482392333448713,20.47288899334973,9.866284779415604
